recording id,timestamp [ns],name,type
bb6321df-01b1-4b49-afa4-ec491ce2c361,1767938491393000000,recording.begin,recording
bb6321df-01b1-4b49-afa4-ec491ce2c361,1767938855311000000,recording.end,recording
